site,context,date,call type,syntax,dB,length,position,duration,break,disttomax,peak freq(max),min freq(max),max freq(max),bandw(max),entropy(max),hnr(max),row_id,num.cach,coder,min,:,sec,comment,quality,context_comment,start time,end time,length-position,Location
AR1,easo,20190215,ed,1e8d,-32,9,4,0.111,0.063,0.018,4649,4134,4823,689,0.471,12.71,1,3,"HJ-calltype, HEP-rest",1,:,5.02,,,,65.023,65.134,5,UTFRREC
AR1,easo,20190215,ed,1e8d,-32,9,5,0.098,0.043,0.008,4571,4435,4780,344,0.455,8.32,2,3,"HJ-calltype, HEP-rest",1,:,5.18,,,,65.178,65.277,4,UTFRREC
AR1,easo,20190215,ed,1e8d,-32,9,6,0.111,0.058,0.014,4577,4091,6029,1938,0.571,8.6,3,3,"HJ-calltype, HEP-rest",1,:,5.33,,,,65.335,65.446,3,UTFRREC
AR1,easo,20190215,ed,1e8d,-32,9,7,0.1,0.052,0.068,4464,4349,7106,2756,0.528,12.45,4,3,"HJ-calltype, HEP-rest",1,:,5.5,,,,65.499,65.599,2,UTFRREC
AR1,easo,20190215,ed,1e8d,-32,9,8,0.108,0.078,0.031,4653,4134,6201,2067,0.526,12.43,5,3,"HJ-calltype, HEP-rest",1,:,5.68,,,,65.677,65.786,1,UTFRREC
AR1,easo,20190215,ed,1e8d,-32,9,9,0.111,0.055,0.017,4656,3703,6632,2928,0.581,13.2,6,3,"HJ-calltype, HEP-rest",1,:,5.84,,,,65.841,65.953,0,UTFRREC
AR1,easo,20190215,id,1i9d,-32,10,3,0.094,0.04,0.017,4458,4005,4651,646,0.548,10.75,7,3,"HJ-calltype, HEP-rest",1,:,32.89,,,,92.887,92.981,7,UTFRREC
AR1,easo,20190215,id,1i9d,-32,10,6,0.101,0.056,0.069,4785,4220,5684,1464,0.532,9.86,8,3,"HJ-calltype, HEP-rest",1,:,33.34,,,,93.342,93.444,4,UTFRREC
AR1,easo,20190215,id,1i9d,-32,10,7,0.107,0.058,0.044,4829,4263,5814,1550,0.496,11.6,9,3,"HJ-calltype, HEP-rest",1,:,33.5,,,,93.502,93.609,3,UTFRREC
AR1,easo,20190215,id,1i9d,-32,10,8,0.108,0.05,0.04,4796,4220,5641,1421,0.598,8.36,10,3,"HJ-calltype, HEP-rest",1,:,33.66,,,,93.66,93.769,2,UTFRREC
AR1,easo,20190215,id,1i9d,-32,10,9,0.105,0.105,0.068,4832,4177,6761,2584,0.583,10.6,11,3,"HJ-calltype, HEP-rest",1,:,33.88,,,,93.875,93.981,1,UTFRREC
AR1,easo,20190215,id,1i9d,-32,10,10,0.104,0.049,0.042,5594,3703,6761,3057,0.605,9.88,12,3,"HJ-calltype, HEP-rest",1,:,34.03,,,,94.03,94.135,0,UTFRREC
AR1,easo,20190215,overlap,overlap,-33,overlap,overlap,0.094,.,0.062,4780,4130,5420,1290,0.481,9.44,13,3,,1,:,41.48,,,,101.477,101.571,#VALUE!,UTFRREC
AR1,easo,20190215,overlap,overlap,-33,overlap,overlap,0.1,0.042,0.044,4690,3530,5510,1980,0.525,10.58,14,3,,1,:,41.61,,,,101.613,101.713,#VALUE!,UTFRREC
AR1,easo,20190215,overlap,overlap,-33,overlap,overlap,0.103,0.034,0.046,4600,3610,5250,1630,0.537,12.04,15,3,,1,:,41.75,,,,101.748,101.851,#VALUE!,UTFRREC
AR1,easo,20190215,overlap,overlap,-33,overlap,overlap,0.095,0.056,0.053,4650,3570,5550,1980,0.536,11.07,16,3,,1,:,41.91,,,,101.908,102.003,#VALUE!,UTFRREC
AR1,easo,20190215,overlap,overlap,-33,overlap,overlap,0.097,0.042,0.02,4340,3400,5250,1850,0.547,9.7,17,3,,1,:,42.05,,,,102.045,102.143,#VALUE!,UTFRREC
AR1,easo,20190215,id,1i11d,-30,12,3,0.087,0.044,0.018,4576,4048,5168,1119,0.506,10.06,18,3,"HJ-calltype, HEP-rest",1,:,45.19,,,,105.19,105.277,9,UTFRREC
AR1,easo,20190215,id,1i11d,-30,12,4,0.094,0.058,0.015,4407,3919,4608,689,0.539,9.18,19,3,"HJ-calltype, HEP-rest",1,:,45.34,,,,105.335,105.43,8,UTFRREC
AR1,easo,20190215,id,1i11d,-30,12,5,0.103,0.044,0.018,4436,3919,5038,1119,0.57,11.62,20,3,"HJ-calltype, HEP-rest",1,:,45.48,,,,105.475,105.578,7,UTFRREC
AR1,easo,20190215,id,1i11d,-30,12,6,0.103,0.053,0.056,4774,3789,5383,1593,0.531,15.03,21,3,"HJ-calltype, HEP-rest",1,:,45.63,,,,105.631,105.734,6,UTFRREC
AR1,easo,20190215,id,1i11d,-30,12,7,0.097,0.055,0.036,4778,3789,6330,2540,0.512,10.76,22,3,"HJ-calltype, HEP-rest",1,:,45.79,,,,105.79,105.887,5,UTFRREC
AR1,easo,20190215,id,1i11d,-30,12,8,0.105,0.053,0.05,4887,3789,6416,2627,0.572,12.63,23,3,"HJ-calltype, HEP-rest",1,:,45.94,,,,105.941,106.046,4,UTFRREC
AR1,easo,20190215,id,1i11d,-30,12,9,0.101,0.062,0.059,4789,3703,6244,2540,0.585,10.28,24,3,"HJ-calltype, HEP-rest",1,:,46.11,,,,106.109,106.21,3,UTFRREC
AR1,easo,20190215,id,1i11d,-30,12,10,0.094,0.063,0.068,4909,4306,5081,775,0.549,10.73,25,3,"HJ-calltype, HEP-rest",1,:,46.27,,,,106.274,106.369,2,UTFRREC
AR1,easo,20190215,id,1i11d,-30,12,11,0.101,0.059,0.088,4738,3789,6804,3014,0.56,12.54,26,3,"HJ-calltype, HEP-rest",1,:,46.43,,,,106.428,106.53,1,UTFRREC
AR1,easo,20190215,id,1i11d,-30,12,12,0.11,0.084,0.029,4394,3962,6287,2325,0.6,10.97,27,3,"HJ-calltype, HEP-rest",1,:,46.61,,,,106.614,106.724,0,UTFRREC
AR1,easo,20190215,overlap,overlap,-30,overlap,overlap,0.101,.,0.055,4790,3703,5426,1722,0.523,12.06,28,3,"HJ-calltype, HEP-rest",1,:,49.5,,,,109.495,109.596,#VALUE!,UTFRREC
AR1,easo,20190215,overlap,overlap,-30,overlap,5,0.089,0.043,0.03,4667,3617,4866,1248,0.519,11.45,29,3,"HJ-calltype, HEP-rest",1,:,49.64,,,,109.64,109.73,#VALUE!,UTFRREC
AR1,easo,20190215,hid,1h1i3d,-32,5,4,0.098,0.04,0.044,4682,3617,5081,1464,0.512,10.7,30,3,"HJ-calltype, HEP-rest",1,:,50.38,,,,110.38,110.479,1,UTFRREC
AR1,easo,20190215,hid,1h1i3d,-32,5,5,0.1,0.042,0.04,4613,3531,5081,1550,0.551,10.64,31,3,"HJ-calltype, HEP-rest",1,:,50.52,,,,110.521,110.621,0,UTFRREC
AR1,easo,20190215,zkd,1z1k11d,-35,13,5,0.101,0.036,0.043,4674,3531,5426,1894,0.422,11.41,32,3,"HJ-calltype, HEP-rest",1,:,51.27,,,,111.272,111.374,8,UTFRREC
AR1,easo,20190215,zkd,1z1k11d,-35,13,6,0.1,0.046,0.046,4604,3445,5340,1894,0.434,14.51,33,3,"HJ-calltype, HEP-rest",1,:,51.42,,,,111.42,111.521,7,UTFRREC
AR1,easo,20190215,zkd,1z1k11d,-35,13,7,0.092,0.063,0.036,4639,3402,5383,1981,0.505,11.65,34,3,"HJ-calltype, HEP-rest",1,:,51.58,,,,111.584,111.677,6,UTFRREC
AR1,easo,20190215,zkd,1z1k11d,-35,13,8,0.1,0.075,0.074,4343,3789,4995,1205,0.509,10.16,35,3,"HJ-calltype, HEP-rest",1,:,51.75,,,,111.753,111.853,5,UTFRREC
AR1,easo,20190215,zkd,1z1k11d,-35,13,9,0.098,0.027,0.043,4686,4134,6718,2584,0.549,13.48,36,3,"HJ-calltype, HEP-rest",1,:,51.88,,,,111.88,111.979,4,UTFRREC
AR1,easo,20190215,zkd,1z1k11d,-35,13,10,0.105,0.059,0.031,4702,3746,5814,2067,0.505,12.83,37,3,"HJ-calltype, HEP-rest",1,:,52.04,,,,112.039,112.145,3,UTFRREC
AR1,easo,20190215,zkd,1z1k11d,-35,13,11,0.105,0.042,0.085,4301,3746,4995,1248,0.532,11.66,38,3,"HJ-calltype, HEP-rest",1,:,52.19,,,,112.187,112.293,2,UTFRREC
AR1,easo,20190215,zkd,1z1k11d,-35,13,12,0.114,0.059,0.018,4443,3962,4651,689,0.564,14.4,39,3,"HJ-calltype, HEP-rest",1,:,52.35,,,,112.352,112.467,1,UTFRREC
AR1,easo,20190215,qd,1q5d,-30,6,2,0.079,_,0.043,4953,4263,5124,861,0.416,13.75,40,3,"HJ-calltype, HEP-rest",2,:,7.78,,,,127.78,127.86,4,UTFRREC
AR1,easo,20190215,qd,1q5d,-30,6,3,0.092,0.06,0.018,4722,4048,5986,1938,0.521,10.26,41,3,"HJ-calltype, HEP-rest",2,:,7.92,,,,127.921,128.014,3,UTFRREC
AR1,easo,20190215,qd,1q5d,-30,6,4,0.089,0.047,0.076,4333,4220,6330,2110,0.528,7.82,42,3,"HJ-calltype, HEP-rest",2,:,8.06,,,,128.062,128.152,2,UTFRREC
AR1,easo,20190215,qd,1q5d,-30,6,5,0.1,0.079,0.085,4758,4134,5469,1335,0.467,11.55,43,3,"HJ-calltype, HEP-rest",2,:,8.23,,,,128.232,128.332,1,UTFRREC
AR1,easo,20190215,qd,1q5d,-30,6,6,0.098,0.04,0.03,4648,4048,5383,1335,0.471,10.51,44,3,"HJ-calltype, HEP-rest",2,:,8.37,,,,128.372,128.471,0,UTFRREC
AR1,easo,20190215,id,1i6d,-32,7,4,0.084,0.047,0.055,4789,4134,5512,1378,0.387,12.85,45,3,"HJ-calltype, HEP-rest",2,:,15.59,,,,135.587,135.671,3,UTFRREC
AR1,easo,20190215,id,1i6d,-32,7,5,0.091,0.06,0.069,4793,4134,6718,2584,0.475,11.82,46,3,"HJ-calltype, HEP-rest",2,:,15.73,,,,135.732,135.823,2,UTFRREC
AR1,easo,20190215,id,1i6d,-32,7,6,0.101,0.049,0.027,4670,4134,5943,1808,0.571,11.89,47,3,"HJ-calltype, HEP-rest",2,:,15.87,,,,135.873,135.974,1,UTFRREC
AR1,easo,20190215,id,1i6d,-32,7,7,0.103,0.044,0.031,4666,4091,6029,1938,0.547,10.36,48,3,"HJ-calltype, HEP-rest",2,:,16.02,,,,136.019,136.122,0,UTFRREC
AR1,easo,20190215,d,12d,-30,12,1,0.087,_,0.017,4552,3919,5297,1378,0.576,9.35,49,3,"HJ-calltype, HEP-rest",2,:,30.12,,poor,,150.118,150.205,11,UTFRREC
AR1,easo,20190215,d,12d,-30,12,2,0.085,0.046,0.05,4689,4134,6201,2067,0.512,11.79,50,3,"HJ-calltype, HEP-rest",2,:,30.25,,,,150.251,150.337,10,UTFRREC
AR1,easo,20190215,d,12d,-30,12,3,0.094,0.066,0.085,4261,4177,5168,990,0.53,10.7,51,3,"HJ-calltype, HEP-rest",2,:,30.4,,,,150.404,150.498,9,UTFRREC
AR1,easo,20190215,d,12d,-30,12,4,0.092,0.058,0.013,4109,3574,6029,2454,0.61,8.92,52,3,"HJ-calltype, HEP-rest",2,:,30.56,,,,150.556,150.649,8,UTFRREC
AR1,easo,20190215,d,12d,-30,12,5,0.103,0.059,0.082,4851,4177,6201,2024,0.518,9.81,53,3,"HJ-calltype, HEP-rest",2,:,30.71,,,,150.709,150.812,7,UTFRREC
AR1,easo,20190215,d,12d,-30,12,6,0.097,0.049,0.085,4912,3789,6373,2584,0.58,10.25,54,3,"HJ-calltype, HEP-rest",2,:,30.86,,,,150.861,150.958,6,UTFRREC
AR1,easo,20190215,d,12d,-30,12,7,0.092,0.044,0.029,4694,4608,5770,1162,0.466,11.71,55,3,"HJ-calltype, HEP-rest",2,:,31,,,,151.003,151.096,5,UTFRREC
AR1,easo,20190215,d,12d,-30,12,8,0.104,0.055,0.023,4651,4522,4866,344,0.501,8.7,56,3,"HJ-calltype, HEP-rest",2,:,31.15,,,,151.151,151.256,4,UTFRREC
AR1,easo,20190215,d,12d,-30,12,9,0.092,0.052,0.055,5043,4349,6460,2110,0.527,12.68,57,3,"HJ-calltype, HEP-rest",2,:,31.31,,,,151.308,151.401,3,UTFRREC
AR1,easo,20190215,d,12d,-30,12,10,0.105,0.059,0.065,4874,3703,6847,3143,0.587,13.47,58,3,"HJ-calltype, HEP-rest",2,:,31.46,,,,151.46,151.566,2,UTFRREC
AR1,easo,20190215,d,12d,-30,12,11,0.1,0.056,0.021,4573,3617,6976,3359,0.609,11.96,59,3,"HJ-calltype, HEP-rest",2,:,31.62,,,,151.623,151.723,1,UTFRREC
AR1,easo,20190215,d,12d,-30,12,12,0.105,0.072,0.049,4732,4651,6244,1593,0.539,13.65,60,3,"HJ-calltype, HEP-rest",2,:,31.8,,,,151.796,151.902,0,UTFRREC
AR1,food,20190215,ed,1e5d,-35,6,3,0.088,0.04,0.049,3992,3919,4952,1033,0.467,12.52,61,3,"HJ-calltype, HEP-rest",0,:,38.17,,poor,,38.167,38.256,3,UTFRREC
AR1,food,20190215,ed,1e5d,-35,6,4,0.092,0.043,0.05,4372,3402,6201,2799,0.551,13.92,62,3,"HJ-calltype, HEP-rest",0,:,38.3,,poor,,38.299,38.392,2,UTFRREC
AR1,food,20190215,ed,1e5d,-35,6,5,0.088,0.036,0.063,4390,3832,6201,2368,0.564,10.73,63,3,"HJ-calltype, HEP-rest",0,:,38.43,,poor,,38.429,38.517,1,UTFRREC
AR1,food,20190215,ed,1e5d,-35,6,6,0.094,0.043,0.031,4334,3832,5254,1421,0.544,11.21,64,3,"HJ-calltype, HEP-rest",0,:,38.56,,poor,,38.561,38.655,0,UTFRREC
AR1,food,20190215,ecd,1e7c15d,-32,23,10,0.089,0.042,0.029,4431,3531,5857,2325,0.522,11.14,65,3,"HJ-calltype, HEP-rest",16,:,40.8,,,,1000.801,1000.891,13,UTFRREC
AR1,food,20190215,ecd,1e7c15d,-32,23,11,0.103,0.037,0.043,4063,3617,5598,1981,0.551,9.12,66,3,"HJ-calltype, HEP-rest",16,:,40.93,,,,1000.929,1001.032,12,UTFRREC
AR1,food,20190215,ecd,1e7c15d,-32,23,12,0.1,0.042,0.044,4076,3574,5598,2024,0.523,12.51,67,3,"HJ-calltype, HEP-rest",16,:,41.07,,,,1001.074,1001.174,11,UTFRREC
AR1,food,20190215,ecd,1e7c15d,-32,23,13,0.103,0.044,0.059,4595,3660,6115,2454,0.478,13.43,68,3,"HJ-calltype, HEP-rest",16,:,41.22,,,,1001.219,1001.322,10,UTFRREC
AR1,food,20190215,ecd,1e7c15d,-32,23,14,0.103,0.044,0.091,4058,3574,5943,2368,0.527,10.26,69,3,"HJ-calltype, HEP-rest",16,:,41.37,,,,1001.367,1001.47,9,UTFRREC
AR1,food,20190215,ecd,1e7c15d,-32,23,15,0.097,0.04,0.033,4422,3574,5598,2024,0.601,10.92,70,3,"HJ-calltype, HEP-rest",16,:,41.51,,,,1001.511,1001.608,8,UTFRREC
AR1,food,20190215,ecd,1e7c15d,-32,23,16,0.1,0.044,0.023,4356,3531,5857,2325,0.609,10.16,71,3,"HJ-calltype, HEP-rest",16,:,41.65,,,,1001.653,1001.753,7,UTFRREC
AR1,food,20190215,ecd,1e7c15d,-32,23,17,0.098,0.044,0.039,4453,3617,7192,3574,0.593,11.08,72,3,"HJ-calltype, HEP-rest",16,:,41.8,,,,1001.798,1001.897,6,UTFRREC
AR1,food,20190215,ecd,1e7c15d,-32,23,18,0.104,0.047,0.055,4498,3617,5684,2067,0.58,10.63,73,3,"HJ-calltype, HEP-rest",16,:,41.95,,,,1001.945,1002.049,5,UTFRREC
AR1,food,20190215,ecd,1e7c15d,-32,23,19,0.103,0.049,0.021,4389,3574,7062,3488,0.594,12.57,74,3,"HJ-calltype, HEP-rest",16,:,42.1,,,,1002.099,1002.202,4,UTFRREC
AR1,food,20190215,ecd,1e7c15d,-32,23,20,0.1,0.04,0.052,4661,3703,6201,2497,0.488,11.18,75,3,"HJ-calltype, HEP-rest",16,:,42.24,,,,1002.242,1002.343,3,UTFRREC
AR1,food,20190215,ecd,1e7c15d,-32,23,21,0.103,0.052,0.06,4649,3703,6158,2454,0.477,12.3,76,3,"HJ-calltype, HEP-rest",16,:,42.4,,,,1002.395,1002.498,2,UTFRREC
AR1,food,20190215,ecd,1e7c15d,-32,23,22,0.107,0.044,0.079,4672,3660,6201,2540,0.539,10.96,77,3,"HJ-calltype, HEP-rest",16,:,42.54,,,,1002.543,1002.65,1,UTFRREC
AR1,food,20190215,ecd,1e7c15d,-32,23,23,0.097,0.046,0.047,4604,3617,6589,2971,0.573,10.92,78,3,"HJ-calltype, HEP-rest",16,:,42.7,,,,1002.697,1002.794,0,UTFRREC
AR1,food,20190215,ecd,2e3c8d,-32,13,7,0.089,0.042,0.052,4108,3574,5168,1593,0.469,12.2,79,3,"HJ-calltype, HEP-rest",17,:,44.23,,,,1064.231,1064.321,6,UTFRREC
AR1,food,20190215,ecd,2e3c8d,-32,13,8,0.097,0.05,0.056,4501,3531,5986,2454,0.509,13.2,80,3,"HJ-calltype, HEP-rest",17,:,44.37,,,,1064.372,1064.469,5,UTFRREC
AR1,food,20190215,ecd,2e3c8d,-32,13,9,0.094,0.049,0.043,4042,3531,4651,1119,0.501,10.76,81,3,"HJ-calltype, HEP-rest",17,:,44.52,,,,1064.518,1064.613,4,UTFRREC
AR1,food,20190215,ecd,2e3c8d,-32,13,10,0.101,0.046,0.069,4092,3574,4737,1162,0.455,11.89,82,3,"HJ-calltype, HEP-rest",17,:,44.66,,,,1064.659,1064.761,3,UTFRREC
AR1,food,20190215,ecd,2e3c8d,-32,13,11,0.097,0.049,0.074,4078,3574,5081,1507,0.467,12.27,83,3,"HJ-calltype, HEP-rest",17,:,44.81,,,,1064.81,1064.907,2,UTFRREC
AR1,food,20190215,ecd,2e3c8d,-32,13,12,0.097,0.06,0.085,4064,3574,4651,1076,0.488,10.11,84,3,"HJ-calltype, HEP-rest",17,:,44.97,,,,1064.968,1065.065,1,UTFRREC
AR1,food,20190215,ecd,2e3c8d,-32,13,13,0.092,0.056,0.05,4509,3531,5124,1593,0.502,13,85,3,"HJ-calltype, HEP-rest",17,:,45.12,,,,1065.122,1065.215,0,UTFRREC
AR1,food,20190215,ecd,1e7c14d,-35,22,10,0.105,0.031,0.031,4016,3919,5943,2024,0.501,11.01,86,3,"HJ-calltype, HEP-rest",19,:,0.74,,,,1140.744,1140.849,12,UTFRREC
AR1,food,20190215,ecd,1e7c14d,-35,22,11,0.1,0.037,0.031,3991,3876,5900,2024,0.505,11.26,87,3,"HJ-calltype, HEP-rest",19,:,0.89,,,,1140.887,1140.987,11,UTFRREC
AR1,food,20190215,ecd,1e7c14d,-35,22,12,0.101,0.043,0.023,4016,3574,5943,2368,0.544,12.15,88,3,"HJ-calltype, HEP-rest",19,:,1.03,,,,1141.031,1141.133,10,UTFRREC
AR1,food,20190215,ecd,1e7c14d,-35,22,13,0.101,0.04,0.023,3962,3832,5857,2024,0.573,10.85,89,3,"HJ-calltype, HEP-rest",19,:,1.17,,,,1141.173,1141.275,9,UTFRREC
AR1,food,20190215,ecd,1e7c14d,-35,22,14,0.104,0.047,0.005,4006,3919,4608,689,0.556,9.19,90,3,"HJ-calltype, HEP-rest",19,:,1.32,,,,1141.323,1141.427,8,UTFRREC
AR1,food,20190215,ecd,1e7c14d,-35,22,15,0.105,0.044,0.043,4526,3574,6029,2454,0.565,11.35,91,3,"HJ-calltype, HEP-rest",19,:,1.47,,,,1141.472,1141.578,7,UTFRREC
AR1,food,20190215,ecd,1e7c14d,-35,22,16,0.107,0.034,0.065,4699,3746,6244,2497,0.468,13.74,92,3,"HJ-calltype, HEP-rest",19,:,1.61,,,,1141.613,1141.72,6,UTFRREC
AR1,food,20190215,ecd,1e7c14d,-35,22,17,0.103,0.043,0.075,4672,3746,6244,2497,0.464,13.16,93,3,"HJ-calltype, HEP-rest",19,:,1.76,,,,1141.764,1141.867,5,UTFRREC
AR1,food,20190215,ecd,1e7c14d,-35,22,18,0.1,0.04,0.042,4595,3703,6201,2497,0.587,10.56,94,3,"HJ-calltype, HEP-rest",19,:,1.91,,,,1141.907,1142.008,4,UTFRREC
AR1,food,20190215,ecd,1e7c14d,-35,22,19,0.098,0.05,0.052,4583,4048,6115,2067,0.49,12.12,95,3,"HJ-calltype, HEP-rest",19,:,2.06,,,,1142.058,1142.157,3,UTFRREC
AR1,food,20190215,ecd,1e7c14d,-35,22,20,0.095,0.049,0.079,4078,3962,5641,1679,0.569,10.16,96,3,"HJ-calltype, HEP-rest",19,:,2.21,,,,1142.206,1142.302,2,UTFRREC
AR1,food,20190215,ecd,1e7c14d,-35,22,21,0.094,0.05,0.059,4575,4048,6115,2067,0.493,13.05,97,3,"HJ-calltype, HEP-rest",19,:,2.35,,,,1142.353,1142.447,1,UTFRREC
AR1,food,20190215,ecd,1e7c14d,-35,22,22,0.095,0.059,0.072,4583,4048,6072,2024,0.516,15.02,98,3,"HJ-calltype, HEP-rest",19,:,2.51,,,,1142.507,1142.603,0,UTFRREC
AR1,mask,20190215,ecd,1e7c15d,-32,23,10,0.089,0.042,0.029,4432,3531,5857,2325,0.522,11.15,99,3,"HJ-calltype, HEP-rest",1,:,43.54,,,,103.542,103.632,13,UTFRREC
AR1,mask,20190215,ecd,1e7c15d,-32,23,11,0.103,0.037,0.043,4064,3617,5598,1981,0.551,9.16,100,3,"HJ-calltype, HEP-rest",1,:,43.67,,,,103.669,103.772,12,UTFRREC
AR1,mask,20190215,ecd,1e7c15d,-32,23,12,0.1,0.042,0.044,4076,3574,5598,2024,0.523,11.13,101,3,"HJ-calltype, HEP-rest",1,:,43.81,,,,103.814,103.915,11,UTFRREC
AR1,mask,20190215,ecd,1e7c15d,-32,23,13,0.103,0.044,0.059,4595,3660,6115,2454,0.478,13.6,102,3,"HJ-calltype, HEP-rest",1,:,43.96,,,,103.96,104.063,10,UTFRREC
AR1,mask,20190215,ecd,1e7c15d,-32,23,14,0.103,0.044,0.091,4058,3574,5943,2368,0.528,10.3,103,3,"HJ-calltype, HEP-rest",1,:,44.11,,,,104.108,104.211,9,UTFRREC
AR1,mask,20190215,ecd,1e7c15d,-32,23,15,0.097,0.04,0.033,4423,3574,5598,2024,0.599,10.79,104,3,"HJ-calltype, HEP-rest",1,:,44.25,,,,104.251,104.349,8,UTFRREC
AR1,mask,20190215,ecd,1e7c15d,-32,23,16,0.1,0.044,0.023,4357,3531,5857,2325,0.608,10.22,105,3,"HJ-calltype, HEP-rest",1,:,44.39,,,,104.394,104.494,7,UTFRREC
AR1,mask,20190215,ecd,1e7c15d,-32,23,17,0.098,0.044,0.039,4453,3617,7192,3574,0.593,11.08,106,3,"HJ-calltype, HEP-rest",1,:,44.54,,,,104.539,104.637,6,UTFRREC
AR1,mask,20190215,ecd,1e7c15d,-32,23,18,0.104,0.047,0.055,4498,3617,5684,2067,0.581,10.62,107,3,"HJ-calltype, HEP-rest",1,:,44.69,,,,104.685,104.79,5,UTFRREC
AR1,mask,20190215,ecd,1e7c15d,-32,23,19,0.103,0.049,0.021,4389,3574,7062,3488,0.593,12.1,108,3,"HJ-calltype, HEP-rest",1,:,44.84,,,,104.839,104.942,4,UTFRREC
AR1,mask,20190215,ecd,1e7c15d,-32,23,20,0.1,0.04,0.05,4653,3703,6158,2454,0.474,11.76,109,3,"HJ-calltype, HEP-rest",1,:,44.98,,,,104.983,105.083,3,UTFRREC
AR1,mask,20190215,ecd,1e7c15d,-32,23,21,0.103,0.052,0.06,4649,3703,6158,2454,0.477,12.38,110,3,"HJ-calltype, HEP-rest",1,:,45.14,,,,105.135,105.238,2,UTFRREC
AR1,mask,20190215,ecd,1e7c15d,-32,23,22,0.107,0.044,0.079,4671,3660,6201,2540,0.539,10.91,111,3,"HJ-calltype, HEP-rest",1,:,45.28,,,,105.283,105.391,1,UTFRREC
AR1,mask,20190215,ecd,1e7c15d,-32,23,23,0.097,0.046,0.047,4604,3617,6589,2971,0.574,10.85,112,3,"HJ-calltype, HEP-rest",1,:,45.44,,,,105.437,105.534,0,UTFRREC
AR1,mask,20190215,ecd,2e3c8d,-33,13,7,0.091,0.04,0.052,4108,3574,5168,1593,0.469,12.53,113,3,"HJ-calltype, HEP-rest",2,:,46.97,,,,166.971,167.063,6,UTFRREC
AR1,mask,20190215,ecd,2e3c8d,-33,13,8,0.101,0.047,0.058,4501,3531,5986,2454,0.509,13.2,114,3,"HJ-calltype, HEP-rest",2,:,47.11,,,,167.111,167.212,5,UTFRREC
AR1,mask,20190215,ecd,2e3c8d,-33,13,9,0.097,0.044,0.044,4042,3531,4651,1119,0.501,10.98,115,3,"HJ-calltype, HEP-rest",2,:,47.26,,,,167.257,167.354,4,UTFRREC
AR1,mask,20190215,ecd,2e3c8d,-33,13,10,0.105,0.042,0.072,4092,3574,4737,1162,0.455,11.95,116,3,"HJ-calltype, HEP-rest",2,:,47.4,,,,167.397,167.502,3,UTFRREC
AR1,mask,20190215,ecd,2e3c8d,-33,13,11,0.103,0.047,0.074,4077,3574,5081,1507,0.467,12.52,117,3,"HJ-calltype, HEP-rest",2,:,47.55,,,,167.55,167.653,2,UTFRREC
AR1,mask,20190215,ecd,2e3c8d,-33,13,12,0.1,0.055,0.085,4064,3574,4651,1076,0.487,10.21,118,3,"HJ-calltype, HEP-rest",2,:,47.71,,,,167.709,167.809,1,UTFRREC
AR1,mask,20190215,ecd,2e3c8d,-33,13,13,0.103,0.044,0.059,4509,3531,5124,1593,0.502,13.09,119,3,"HJ-calltype, HEP-rest",2,:,47.85,,,,167.854,167.957,0,UTFRREC
AR1,mask,20190215,ecd,1e7c14d,-35,22,10,0.105,0.031,0.031,4017,3919,5943,2024,0.501,10.9,120,3,"HJ-calltype, HEP-rest",4,:,3.48,,,,243.484,243.59,12,UTFRREC
AR1,mask,20190215,ecd,1e7c14d,-35,22,11,0.1,0.037,0.031,3992,3876,5900,2024,0.504,11.24,121,3,"HJ-calltype, HEP-rest",4,:,3.63,,,,243.628,243.728,11,UTFRREC
AR1,mask,20190215,ecd,1e7c14d,-35,22,12,0.101,0.043,0.023,4017,3574,5943,2368,0.543,11.77,122,3,"HJ-calltype, HEP-rest",4,:,3.77,,,,243.771,243.873,10,UTFRREC
AR1,mask,20190215,ecd,1e7c14d,-35,22,13,0.101,0.04,0.023,3963,3832,5857,2024,0.573,10.86,123,3,"HJ-calltype, HEP-rest",4,:,3.91,,,,243.914,244.015,9,UTFRREC
AR1,mask,20190215,ecd,1e7c14d,-35,22,14,0.104,0.047,0.005,4005,3919,4608,689,0.557,12,124,3,"HJ-calltype, HEP-rest",4,:,4.06,,,,244.063,244.167,8,UTFRREC
AR1,mask,20190215,ecd,1e7c14d,-35,22,15,0.105,0.044,0.043,4526,3574,6029,2454,0.564,11.49,125,3,"HJ-calltype, HEP-rest",4,:,4.21,,,,244.212,244.318,7,UTFRREC
AR1,mask,20190215,ecd,1e7c14d,-35,22,16,0.107,0.034,0.065,4699,3746,6244,2497,0.467,13.65,126,3,"HJ-calltype, HEP-rest",4,:,4.35,,,,244.353,244.461,6,UTFRREC
AR1,mask,20190215,ecd,1e7c14d,-35,22,17,0.103,0.043,0.075,4672,3746,6244,2497,0.465,13.4,127,3,"HJ-calltype, HEP-rest",4,:,4.5,,,,244.504,244.607,5,UTFRREC
AR1,mask,20190215,ecd,1e7c14d,-35,22,18,0.1,0.04,0.042,4595,3703,6201,2497,0.588,10.67,128,3,"HJ-calltype, HEP-rest",4,:,4.65,,,,244.648,244.748,4,UTFRREC
AR1,mask,20190215,ecd,1e7c14d,-35,22,19,0.098,0.05,0.052,4583,4048,6115,2067,0.49,12.28,129,3,"HJ-calltype, HEP-rest",4,:,4.8,,,,244.799,244.897,3,UTFRREC
