site,context,date,call type,syntax,dB,length,position,duration,break,disttomax,peak freq(max),min freq(max),max freq(max),bandw(max),entropy(max),hnr(max),row_id,num.cach,coder,min,:,sec,comment,quality,context_comment,start time,end time,length-position,Location
ecabin,food,20190226,ed,3e8d,-40,11,5,0.074,0.059,0.02,3740,3610,5720,2110,0.52,11.13,929,2,HJ,4,:,53.96,,,food exclude 11:40-14:14,293.958,294.03,6,NDSP
ecabin,food,20190226,ed,3e8d,-40,11,6,0.075,0.058,0.06,4220,3660,5770,2110,0.492,14.6,930,2,HJ,4,:,54.09,,,food exclude 11:40-14:14,294.09,294.17,5,NDSP
ecabin,food,20190226,ed,3e8d,-40,11,7,0.076,0.053,0.03,3700,3610,5770,2150,0.517,9.83,931,2,HJ,4,:,54.22,,,food exclude 11:40-14:14,294.22,294.3,4,NDSP
ecabin,food,20190226,ed,3e8d,-40,11,8,0.084,0.055,0.05,4170,3660,5770,2110,0.501,18.99,932,2,HJ,4,:,54.35,,,food exclude 11:40-14:14,294.352,294.44,3,NDSP
ecabin,food,20190226,ed,3e8d,-40,11,9,0.076,0.055,0.02,3740,3660,5770,2110,0.546,10.98,933,2,HJ,4,:,54.49,,,food exclude 11:40-14:14,294.491,294.57,2,NDSP
ecabin,food,20190226,ed,3e8d,-40,11,10,0.084,0.058,0.07,4170,3660,5720,2060,0.504,16.79,934,2,HJ,4,:,54.63,,,food exclude 11:40-14:14,294.626,294.71,1,NDSP
ecabin,food,20190226,ed,3e8d,-40,11,11,0.078,0.066,0.06,4170,3700,5210,1500,0.541,10.87,935,2,HJ,4,:,54.78,,,food exclude 11:40-14:14,294.777,294.86,0,NDSP
ecabin,food,20190226,ebd,1e1b3d,-40,5,4,0.085,0.036,0.07,4300,3740,5340,1590,0.529,10.89,936,2,HJ,5,:,2.42,,,food exclude 11:40-14:14,302.415,302.5,1,NDSP
ecabin,food,20190226,ebd,1e1b3d,-40,5,5,0.089,0.068,0.05,4130,3610,6580,2970,0.643,13.9,937,2,HJ,5,:,2.57,,,food exclude 11:40-14:14,302.569,302.66,0,NDSP
ecabin,food,20190226,ecd,4e1c6d,-40,11,7,0.069,0.059,0.04,3660,3530,4600,1070,0.472,14.8,938,2,HJ,6,:,50.94,,,food exclude 11:40-14:14,410.94,411.01,4,NDSP
ecabin,food,20190226,ecd,4e1c6d,-40,11,8,0.074,0.056,0.06,3870,3350,5210,1850,0.541,12.85,939,2,HJ,6,:,51.07,,,food exclude 11:40-14:14,411.067,411.14,3,NDSP
ecabin,food,20190226,ecd,4e1c6d,-40,11,9,0.076,0.06,0.07,3870,3350,5250,1890,0.551,12.33,940,2,HJ,6,:,51.2,,,food exclude 11:40-14:14,411.202,411.28,2,NDSP
ecabin,food,20190226,ecd,4e1c6d,-40,11,11,0.076,0.066,0.07,4560,3610,5120,1500,0.511,11.65,942,2,HJ,6,:,51.49,,,food exclude 11:40-14:14,411.486,411.56,0,NDSP
ecabin,food,20190226,cd,2c14d,-33,16,4,0.069,0.063,0.01,4170,3610,4730,1110,0.494,11.88,943,2,HJ,6,:,58.16,,,food exclude 11:40-14:14,418.156,418.23,12,NDSP
ecabin,food,20190226,cd,2c14d,-33,16,5,0.069,0.065,0.05,4130,3660,4990,1330,0.48,14,944,2,HJ,6,:,58.29,,,food exclude 11:40-14:14,418.291,418.36,11,NDSP
ecabin,food,20190226,cd,2c14d,-33,16,6,0.069,0.059,0.05,4130,3700,5030,1330,0.469,9.6,945,2,HJ,6,:,58.42,,,food exclude 11:40-14:14,418.42,418.49,10,NDSP
ecabin,food,20190226,cd,2c14d,-33,16,7,0.079,0.053,0.06,4130,3610,4300,680,0.48,13.14,946,2,HJ,6,:,58.54,,,food exclude 11:40-14:14,418.544,418.62,9,NDSP
ecabin,food,20190226,cd,2c14d,-33,16,8,0.079,0.053,0.05,4130,3700,4990,1290,0.447,11.62,947,2,HJ,6,:,58.68,,,food exclude 11:40-14:14,418.677,418.76,8,NDSP
ecabin,food,20190226,cd,2c14d,-33,16,9,0.082,0.042,0.05,4130,3700,4600,900,0.413,14.37,948,2,HJ,6,:,58.8,,,food exclude 11:40-14:14,418.799,418.88,7,NDSP
ecabin,food,20190226,cd,2c14d,-33,16,10,0.079,0.049,0.04,4130,3740,4650,900,0.435,12.07,949,2,HJ,6,:,58.93,,,food exclude 11:40-14:14,418.931,419.01,6,NDSP
ecabin,food,20190226,cd,2c14d,-33,16,11,0.081,0.055,0.06,4130,3700,4600,900,0.48,10.49,950,2,HJ,6,:,59.07,,,food exclude 11:40-14:14,419.066,419.15,5,NDSP
ecabin,food,20190226,cd,2c14d,-33,16,12,0.084,0.049,0.07,4090,3660,4600,940,0.458,12.72,951,2,HJ,6,:,59.2,,,food exclude 11:40-14:14,419.197,419.28,4,NDSP
ecabin,food,20190226,cd,2c14d,-33,16,13,0.081,0.062,0.06,4130,3740,4650,900,0.438,12.7,952,2,HJ,6,:,59.34,,,food exclude 11:40-14:14,419.343,419.42,3,NDSP
ecabin,food,20190226,cd,2c14d,-33,16,14,0.082,0.056,0.03,4130,3660,4690,1030,0.466,10.79,953,2,HJ,6,:,59.48,,,food exclude 11:40-14:14,419.481,419.56,2,NDSP
ecabin,food,20190226,cd,2c14d,-33,16,15,0.085,0.062,0.05,4130,3610,4730,1110,0.463,12.66,954,2,HJ,6,:,59.63,,,food exclude 11:40-14:14,419.626,419.71,1,NDSP
ecabin,food,20190226,cd,2c14d,-33,16,16,0.079,0.068,0.04,4130,3610,5160,1550,0.471,13.03,955,2,HJ,6,:,59.78,,,food exclude 11:40-14:14,419.78,419.86,0,NDSP
ecabin,food,20190226,ecd,3e1c4d,-36,8,6,0.076,0.072,0.02,5380,3610,6580,2970,0.62,10.14,956,2,HJ,7,:,5.18,,,food exclude 11:40-14:14,425.179,425.26,2,NDSP
ecabin,food,20190226,ecd,3e1c4d,-36,8,7,0.075,0.072,0.04,3700,3570,6460,2880,0.58,11.51,957,2,HJ,7,:,5.33,,,food exclude 11:40-14:14,425.328,425.4,1,NDSP
ecabin,food,20190226,ecd,3e1c4d,-36,8,8,0.068,0.063,0.06,5640,3700,5810,2110,0.545,12.84,958,2,HJ,7,:,5.47,,,food exclude 11:40-14:14,425.467,425.54,0,NDSP
ecabin,food,20190226,ebd,1e1b3d,-32,5,4,0.071,0.053,0.04,5510,3610,6280,2670,0.643,11.84,959,2,HJ,15,:,21.91,,,food exclude 11:40-14:14,921.907,921.98,1,NDSP
ecabin,food,20190226,ebd,1e1b3d,-32,5,5,0.068,0.065,0.02,6150,3660,7790,4130,0.681,8.9,960,2,HJ,15,:,22.04,,,food exclude 11:40-14:14,922.044,922.11,0,NDSP
ecabin,food,20190226,ecd,4e1c6d,-39,11,7,0.071,0.063,0.04,3700,3610,4730,1110,0.462,10.76,961,2,HJ,18,:,55.29,,,food exclude 11:40-14:14,1135.291,1135.36,4,NDSP
ecabin,food,20190226,ecd,4e1c6d,-39,11,8,0.071,0.059,0.04,4090,3530,5080,1550,0.449,13.41,962,2,HJ,18,:,55.42,,,food exclude 11:40-14:14,1135.422,1135.49,3,NDSP
ecabin,food,20190226,ecd,4e1c6d,-39,11,9,0.072,0.058,0.06,4090,3530,5080,1550,0.456,21.42,963,2,HJ,18,:,55.55,,,food exclude 11:40-14:14,1135.551,1135.62,2,NDSP
ecabin,food,20190226,ecd,4e1c6d,-39,11,10,0.076,0.058,0.07,3570,3480,4650,1160,0.481,18.44,964,2,HJ,18,:,55.68,,,food exclude 11:40-14:14,1135.682,1135.76,1,NDSP
ecabin,food,20190226,ecd,4e1c6d,-39,11,11,0.076,0.062,0.03,4000,3480,4600,1110,0.421,19.86,965,2,HJ,18,:,55.82,,,food exclude 11:40-14:14,1135.821,1135.9,0,NDSP
ecabin,food,20190226,cd,3c6d,-28,9,4,0.063,_,0.03,4470,3910,5030,1110,0.429,11.63,966,2,HJ,29,:,24.89,,,food exclude 11:40-14:14,1764.886,1764.95,5,NDSP
ecabin,food,20190226,cd,3c6d,-28,9,5,0.074,0.052,0.04,4300,3910,4820,900,0.419,13.95,967,2,HJ,29,:,25,,,food exclude 11:40-14:14,1765.002,1765.08,4,NDSP
ecabin,food,20190226,cd,3c6d,-28,9,6,0.069,0.05,0.03,4260,3830,4780,940,0.469,11.67,968,2,HJ,29,:,25.13,,,food exclude 11:40-14:14,1765.127,1765.2,3,NDSP
ecabin,food,20190226,cd,3c6d,-28,9,7,0.069,0.055,0.02,4220,3740,5080,1330,0.483,14.26,969,2,HJ,29,:,25.25,,,food exclude 11:40-14:14,1765.252,1765.32,2,NDSP
ecabin,mask,20190307,aecd,1a3e1c10d,-37,15,6,0.075,0.063,0.04,4170,3610,5210,1590,0.45,11.03,970,2,HJ,0,:,30.3,,,,30.296,30.37,9,NDSP
ecabin,mask,20190307,aecd,1a3e1c10d,-37,15,7,0.079,0.05,0.04,4130,3700,5030,1330,0.511,12.26,971,2,HJ,0,:,30.42,,,,30.422,30.5,8,NDSP
ecabin,mask,20190307,aecd,1a3e1c10d,-37,15,8,0.079,0.05,0.04,4170,3660,5290,1630,0.526,11.7,972,2,HJ,0,:,30.55,,,,30.553,30.63,7,NDSP
ecabin,mask,20190307,aecd,1a3e1c10d,-37,15,9,0.082,0.049,0.06,4220,3740,4690,940,0.524,13.35,973,2,HJ,0,:,30.68,,,,30.682,30.76,6,NDSP
ecabin,mask,20190307,aecd,1a3e1c10d,-37,15,10,0.082,0.046,0.06,4170,3700,5080,1370,0.532,11.18,974,2,HJ,0,:,30.81,,,,30.811,30.89,5,NDSP
ecabin,mask,20190307,aecd,1a3e1c10d,-37,15,11,0.081,0.049,0.05,4090,3610,5640,2020,0.543,12.99,975,2,HJ,0,:,30.94,,,,30.943,31.02,4,NDSP
ecabin,mask,20190307,aecd,1a3e1c10d,-37,15,12,0.085,0.047,0.03,4220,3740,5420,1670,0.537,12.19,976,2,HJ,0,:,31.07,,,,31.072,31.16,3,NDSP
ecabin,mask,20190307,aecd,1a3e1c10d,-37,15,13,0.085,0.06,0.06,4220,3660,5720,2060,0.486,16.15,977,2,HJ,0,:,31.22,,,,31.219,31.3,2,NDSP
ecabin,mask,20190307,aecd,1a3e1c10d,-37,15,14,0.092,0.066,0.07,4170,3610,5680,2060,0.504,11.87,978,2,HJ,0,:,31.37,,,,31.371,31.46,1,NDSP
ecabin,mask,20190307,ed,2e8d,-27,10,3,0.065,_,0.05,4260,3700,5340,1630,0.501,13.92,979,2,HJ,0,:,37.58,,,,37.577,37.64,7,NDSP
ecabin,mask,20190307,ed,2e8d,-27,10,4,0.079,0.055,0.03,4090,3610,4650,1030,0.452,13.23,980,2,HJ,0,:,37.7,,,,37.697,37.78,6,NDSP
ecabin,mask,20190307,ed,2e8d,-27,10,5,0.078,0.05,0.07,4090,3570,4690,1110,0.456,9.23,981,2,HJ,0,:,37.83,,,,37.828,37.91,5,NDSP
ecabin,mask,20190307,ed,2e8d,-27,10,6,0.079,0.046,0.04,4130,3700,5030,1330,0.466,11.77,982,2,HJ,0,:,37.95,,,,37.953,38.03,4,NDSP
ecabin,mask,20190307,ed,2e8d,-27,10,7,0.078,0.05,0.05,4090,3660,4690,1030,0.454,11.96,983,2,HJ,0,:,38.08,,,,38.083,38.16,3,NDSP
ecabin,mask,20190307,ed,2e8d,-27,10,8,0.081,0.046,0.04,4130,3700,5030,1330,0.48,13.25,984,2,HJ,0,:,38.21,,,,38.208,38.29,2,NDSP
ecabin,mask,20190307,ed,2e8d,-27,10,9,0.078,0.053,0.07,4130,3610,4780,1160,0.468,10.64,985,2,HJ,0,:,38.34,,,,38.343,38.42,1,NDSP
ecabin,mask,20190307,ed,2e8d,-27,10,10,0.074,0.063,0.06,4130,3610,5550,1930,0.492,12.11,986,2,HJ,0,:,38.49,,,,38.485,38.56,0,NDSP
ecabin,mask,20190307,overlap,overlap,-31,9,overlap,0.075,_,0.04,4220,4130,5380,1240,0.48,11.48,987,2,HJ,0,:,44.65,,,,44.651,44.73,#VALUE!,NDSP
ecabin,mask,20190307,overlap,overlap,-31,9,overlap,0.06,0.065,0.04,4260,3780,5160,1370,0.502,11.48,988,2,HJ,0,:,44.79,,,,44.792,44.85,#VALUE!,NDSP
ecabin,mask,20190307,overlap,overlap,-31,9,overlap,0.053,0.078,0.03,4130,3610,4990,1370,0.491,10.92,989,2,HJ,0,:,44.93,,,,44.932,44.99,#VALUE!,NDSP
ecabin,mask,20190307,ed,1e6d,-34,7,2,0.071,_,0.06,4090,3610,5120,1500,0.547,11.69,990,2,HJ,0,:,47.78,,,,47.782,47.85,5,NDSP
ecabin,mask,20190307,ed,1e6d,-34,7,3,0.078,0.044,0.04,4090,3570,5510,1930,0.541,14.08,991,2,HJ,0,:,47.9,,,,47.898,47.98,4,NDSP
ecabin,mask,20190307,ed,1e6d,-34,7,4,0.078,0.055,0.03,4040,3660,5980,2320,0.585,14.59,992,2,HJ,0,:,48.03,,,,48.031,48.11,3,NDSP
ecabin,mask,20190307,ed,1e6d,-34,7,5,0.078,0.052,0.04,4470,3610,5510,1890,0.566,8.76,993,2,HJ,0,:,48.16,,,,48.162,48.24,2,NDSP
ecabin,mask,20190307,ed,1e6d,-34,7,6,0.082,0.058,0.06,4000,3530,4650,1110,0.537,12.25,994,2,HJ,0,:,48.3,,,,48.298,48.38,1,NDSP
ecabin,mask,20190307,ed,1e6d,-34,7,7,0.101,0.063,0.03,4560,3610,4730,1110,0.526,11.81,995,2,HJ,0,:,48.45,,,,48.445,48.55,0,NDSP
ecabin,mask,20190307,d,5d,-34,5,1,0.076,_,0.05,4170,4090,5250,1160,0.553,12.02,996,2,HJ,0,:,52.27,,,,52.273,52.35,4,NDSP
ecabin,mask,20190307,d,5d,-34,5,2,0.087,0.039,0.03,4130,3700,6020,2320,0.565,11.93,997,2,HJ,0,:,52.39,,,,52.39,52.48,3,NDSP
ecabin,mask,20190307,d,5d,-34,5,3,0.091,0.036,0.07,4090,3610,5680,2060,0.569,9.09,998,2,HJ,0,:,52.51,,,,52.513,52.6,2,NDSP
ecabin,mask,20190307,d,5d,-34,5,4,0.088,0.04,0.05,4090,3660,6500,2840,0.519,14.58,999,2,HJ,0,:,52.65,,,,52.645,52.73,1,NDSP
ecabin,mask,20190307,d,5d,-34,5,5,0.088,0.05,0.03,4220,3700,5810,2110,0.556,10.6,1000,2,HJ,0,:,52.78,,,,52.784,52.87,0,NDSP
ecabin,mask,20190307,ed,3e10d,-32,13,5,0.082,0.049,0.04,4170,3660,5210,1550,0.506,9.09,1001,2,HJ,2,:,39.76,,,,159.759,159.84,8,NDSP
ecabin,mask,20190307,ed,3e10d,-32,13,6,0.079,0.046,0.03,4220,3700,4820,1110,0.417,11.66,1002,2,HJ,2,:,39.89,,,,159.888,159.97,7,NDSP
ecabin,mask,20190307,ed,3e10d,-32,13,7,0.079,0.05,0.06,4130,3610,5210,1590,0.464,17.42,1003,2,HJ,2,:,40.02,,,,160.018,160.1,6,NDSP
ecabin,mask,20190307,ed,3e10d,-32,13,8,0.081,0.044,0.05,4220,3740,4780,1030,0.421,12.39,1004,2,HJ,2,:,40.14,,,,160.143,160.22,5,NDSP
ecabin,mask,20190307,ed,3e10d,-32,13,9,0.082,0.052,0.05,4170,4040,4690,640,0.443,9.22,1005,2,HJ,2,:,40.28,,,,160.277,160.36,4,NDSP
ecabin,mask,20190307,ed,3e10d,-32,13,10,0.084,0.049,0.05,4130,3570,5160,1590,0.48,13.92,1006,2,HJ,2,:,40.41,,,,160.409,160.49,3,NDSP
ecabin,mask,20190307,ed,3e10d,-32,13,11,0.078,0.049,0.06,4170,3740,4690,940,0.464,11.38,1007,2,HJ,2,:,40.54,,,,160.542,160.62,2,NDSP
ecabin,mask,20190307,ed,3e10d,-32,13,12,0.082,0.052,0.07,4130,3610,5160,1550,0.466,14.97,1008,2,HJ,2,:,40.67,,,,160.673,160.76,1,NDSP
ecabin,mask,20190307,ed,3e10d,-32,13,13,0.087,0.058,0.07,4090,3570,5590,2020,0.467,13.68,1009,2,HJ,2,:,40.81,,,,160.814,160.9,0,NDSP
ecabin,mask,20190307,ecd,3e1c6d,-25,10,5,0.066,_,0.02,3780,3660,5160,1500,0.501,12.53,1010,2,HJ,2,:,49.8,,,,169.798,169.87,5,NDSP
ecabin,mask,20190307,ecd,3e1c6d,-25,10,6,0.079,0.055,0.03,4130,3660,4990,1330,0.489,12.59,1011,2,HJ,2,:,49.92,,,,169.92,170,4,NDSP
ecabin,mask,20190307,ecd,3e1c6d,-25,10,7,0.082,0.052,0.06,4040,3570,5080,1500,0.49,12.22,1012,2,HJ,2,:,50.05,,,,170.052,170.14,3,NDSP
ecabin,mask,20190307,ecd,3e1c6d,-25,10,10,0.069,0.085,0.03,4040,3530,5510,1980,0.589,10.62,1013,2,HJ,2,:,50.49,,,,170.491,170.56,0,NDSP
ecabin,mask,20190307,cd,6c4d,-27,10,7,0.065,_,0.02,4730,4130,4950,810,0.479,10.96,1014,2,HJ,5,:,1.89,,,,301.895,301.96,3,NDSP
ecabin,mask,20190307,cd,6c4d,-27,10,8,0.082,0.065,0.03,4300,3830,4780,940,0.438,12.06,1015,2,HJ,5,:,2.03,,,,302.026,302.11,2,NDSP
ecabin,mask,20190307,cd,6c4d,-27,10,9,0.081,0.06,0.04,4090,3660,4990,1330,0.501,10.77,1016,2,HJ,5,:,2.17,,,,302.169,302.25,1,NDSP
ecabin,mask,20190307,cd,6c4d,-27,10,10,0.072,0.069,0.03,4090,3610,4950,1330,0.507,12.28,1017,2,HJ,5,:,2.32,,,,302.32,302.39,0,NDSP
edam,easo,20190226,aecd,1a5e1c5d,-32,12,8,0.071,_,0.02,4040,3610,5980,2360,0.555,10.2,1018,,,,,,no reverberation bw C and D,,,55.893,55.96,4,NDSP
edam,easo,20190226,aecd,1a5e1c5d,-32,12,9,0.092,0.05,0.05,4220,3740,5980,2230,0.521,13.93,1019,,HJ,0,:,56.02,,,,56.015,56.11,3,NDSP
edam,easo,20190226,aecd,1a5e1c5d,-32,12,10,0.089,0.049,0.03,4300,3780,4860,1070,0.544,13.74,1020,,HJ,0,:,56.16,,,,56.157,56.25,2,NDSP
edam,easo,20190226,aecd,1a5e1c5d,-32,12,11,0.085,0.049,0.04,4340,3740,5080,1330,0.534,10.7,1021,,HJ,0,:,56.3,,,,56.296,56.38,1,NDSP
edam,easo,20190226,aecd,1a5e1c5d,-32,12,12,0.084,0.078,0.03,4300,3660,5420,1760,0.521,10.34,1022,,HJ,0,:,56.46,,,,56.46,56.54,0,NDSP
edam,easo,20190226,aecd,1a3e8c13d,-35,25,13,0.071,_,0.06,4300,3780,4950,1160,0.521,20.03,1023,,HJ,1,:,49.01,,,,109.014,109.09,12,NDSP
edam,easo,20190226,aecd,1a3e8c13d,-35,25,14,0.074,0.052,0.06,4300,4170,4470,300,0.459,10.95,1024,,HJ,1,:,49.14,,,,109.138,109.21,11,NDSP
edam,easo,20190226,aecd,1a3e8c13d,-35,25,15,0.071,0.056,0.05,4260,3780,4780,990,0.524,10.29,1025,,HJ,1,:,49.27,,,,109.268,109.34,10,NDSP
edam,easo,20190226,aecd,1a3e8c13d,-35,25,16,0.072,0.066,0.03,4260,3780,4860,1070,0.517,12.54,1026,,HJ,1,:,49.41,,,,109.406,109.48,9,NDSP
edam,easo,20190226,aecd,1a3e8c13d,-35,25,17,0.071,0.052,0.07,4220,3870,4860,990,0.504,8.88,1027,,HJ,1,:,49.53,,,,109.531,109.6,8,NDSP
edam,easo,20190226,aecd,1a3e8c13d,-35,25,18,0.082,0.069,0.04,4340,3870,4520,640,0.471,10.35,1028,,HJ,1,:,49.67,,,,109.672,109.75,7,NDSP
edam,easo,20190226,aecd,1a3e8c13d,-40,25,24,0.087,0.084,0.044,4170,4090,4780,680,0.463,11.6,1029,,HJ,1,:,50.54,,,,110.54,110.627,1,NDSP
edam,easo,20190226,aecd,1a3e8c13d,-40,25,25,0.079,0.043,0.037,4560,3270,5080,1800,0.513,12.77,1030,,HJ,1,:,50.67,,,,110.67,110.75,0,NDSP
edam,easo,20190226,aehd,1a2e1h2d,-38,6,5,0.078,_,0.05,4170,3270,5510,2230,0.535,12.79,1031,,HJ,1,:,51.5,,,,111.503,111.58,1,NDSP
edam,easo,20190226,aehd,1a2e1h2d,-38,6,6,0.079,0.049,0.04,4520,3230,5030,1800,0.516,12.23,1032,,HJ,1,:,51.63,,,,111.631,111.71,0,NDSP
edam,easo,20190226,ahd,1a1h10d,-38,12,3,0.085,_,0.06,4220,4130,4820,680,0.436,13.63,1033,,HJ,1,:,54.03,no reverberation bw h and D,,,114.03,114.12,9,NDSP
edam,easo,20190226,ahd,1a1h10d,-38,12,4,0.078,0.034,0.04,4220,3780,4390,600,0.435,9.01,1034,,HJ,1,:,54.15,,,,114.15,114.23,8,NDSP
edam,easo,20190226,ahd,1a1h10d,-38,12,5,0.087,0.066,0.03,4300,4170,4520,340,0.421,8.97,1035,,HJ,1,:,54.3,,,,114.295,114.38,7,NDSP
edam,easo,20190226,ahd,1a1h10d,-38,12,6,0.059,0.05,0.03,4220,4090,4430,340,0.41,11.04,1036,,HJ,1,:,54.43,,,,114.433,114.49,6,NDSP
edam,easo,20190226,ahd,1a1h10d,-38,12,7,0.089,0.079,0.07,4300,3830,4900,1070,0.45,11.57,1037,,HJ,1,:,54.57,,,,114.573,114.66,5,NDSP
edam,easo,20190226,ahd,1a1h10d,-38,12,8,0.074,0.037,0.05,4090,3870,4730,860,0.532,7.85,1038,,HJ,1,:,54.7,,,,114.7,114.77,4,NDSP
edam,easo,20190226,ahd,1a1h10d,-38,12,9,0.085,0.074,0.06,4300,4170,4860,680,0.435,9.97,1039,,HJ,1,:,54.85,,,,114.848,114.93,3,NDSP
edam,easo,20190226,ahd,1a1h10d,-38,12,10,0.074,0.037,0.04,4170,4090,4860,770,0.463,17.3,1040,,HJ,1,:,54.97,,,,114.972,115.05,2,NDSP
edam,easo,20190226,aehd,1a1e1h10d,-38,13,4,0.089,_,0.08,4170,3740,5510,1760,0.529,10.52,1041,,HJ,1,:,56.1,,,,116.101,116.19,9,NDSP
edam,easo,20190226,aehd,1a1e1h10d,-38,13,5,0.075,0.044,0.06,4170,3740,4730,990,0.509,10.5,1042,,HJ,1,:,56.24,,,,116.236,116.31,8,NDSP
edam,easo,20190226,aehd,1a1e1h10d,-38,13,6,0.081,0.084,0.05,4260,3780,4430,640,0.515,9.68,1043,,HJ,1,:,56.4,,,,116.395,116.48,7,NDSP
edam,easo,20190226,aehd,1a1e1h10d,-38,13,7,0.071,0.043,0.03,4220,4130,4390,250,0.402,18.15,1044,,HJ,1,:,56.52,,,,116.52,116.59,6,NDSP
edam,easo,20190226,aehd,1a1e1h10d,-38,13,8,0.085,0.098,0.07,4300,3830,4820,990,0.479,9.54,1045,,HJ,1,:,56.69,,,,116.69,116.78,5,NDSP
edam,easo,20190226,aehd,1a1e1h10d,-38,13,9,0.078,0.049,0.04,4170,3700,4900,1200,0.531,15.18,1046,,HJ,1,:,56.83,,,,116.825,116.9,4,NDSP
edam,easo,20190226,aehd,1a1e1h10d,-38,13,10,0.091,0.074,0.06,4260,3780,4820,1030,0.477,11.44,1047,,HJ,1,:,56.98,,,,116.977,117.07,3,NDSP
edam,easo,20190226,aehd,1a1e1h10d,-38,13,11,0.078,0.046,0.07,4220,3740,4780,1030,0.481,12.75,1048,,HJ,1,:,57.12,,,,117.115,117.19,2,NDSP
edam,easo,20190226,aehd,1a1e1h10d,-38,13,12,0.076,0.095,0.05,4300,3740,4900,1160,0.467,10.15,1049,,HJ,1,:,57.29,,,,117.289,117.37,1,NDSP
edam,easo,20190226,aehd,1a1e1h10d,-38,13,13,0.066,0.055,0.01,3870,3740,4040,300,0.488,8.52,1050,,HJ,1,:,57.42,,,,117.421,117.49,0,NDSP
edam,easo,20190226,aehd,1a1e1h14d,-38,17,4,0.092,_,0.05,4260,3740,4820,1070,0.429,12.97,1051,,HJ,1,:,59.02,no reverberation bw h and D,,,119.022,119.12,13,NDSP
edam,easo,20190226,aehd,1a1e1h14d,-38,17,5,0.074,0.052,0.05,4260,3700,4820,1110,0.484,10.58,1052,,HJ,1,:,59.17,,,,119.167,119.24,12,NDSP
edam,easo,20190226,aehd,1a1e1h14d,-38,17,6,0.094,0.068,0.07,4300,3740,4470,730,0.439,9.78,1053,,HJ,1,:,59.31,,,,119.309,119.4,11,NDSP
edam,easo,20190226,aehd,1a1e1h14d,-38,17,7,0.079,0.034,0.05,4170,4040,4560,510,0.452,12.41,1054,,HJ,1,:,59.44,,,,119.439,119.52,10,NDSP
edam,easo,20190226,aehd,1a1e1h14d,-38,17,8,0.081,0.075,0.04,4220,3740,4780,1030,0.455,10.87,1055,,HJ,1,:,59.59,,,,119.594,119.68,9,NDSP
edam,easo,20190226,aehd,1a1e1h14d,-38,17,9,0.075,0.063,0.05,4170,3660,4780,1110,0.524,8.25,1056,,HJ,1,:,59.74,,,,119.739,119.81,8,NDSP
edam,easo,20190226,aehd,1a1e1h14d,-38,17,10,0.081,0.072,0.05,4220,4090,4430,340,0.462,11.24,1057,,HJ,1,:,59.89,,,,119.887,119.97,7,NDSP
edam,easo,20190226,aehd,1a1e1h14d,-38,17,11,0.084,0.06,0.05,4260,3740,4430,680,0.459,12.22,1058,,HJ,2,:,0.03,,,,120.029,120.11,6,NDSP
edam,easo,20190226,aehd,1a1e1h14d,-38,17,12,0.085,0.044,0.04,4170,4040,4780,730,0.549,16.45,1059,,HJ,2,:,0.16,,,,120.158,120.24,5,NDSP
edam,easo,20190226,aehd,1a1e1h14d,-38,17,13,0.072,0.072,0.06,4260,4170,4470,300,0.434,10.63,1060,,HJ,2,:,0.32,,,,120.317,120.39,4,NDSP
edam,easo,20190226,aehd,1a1e1h14d,-38,17,14,0.066,0.058,0.03,3960,3870,4560,680,0.49,10.17,1061,,HJ,2,:,0.45,,,,120.447,120.51,3,NDSP
edam,easo,20190226,aehd,1a1e1h14d,-38,17,15,0.081,0.091,0.06,4220,3740,4780,1030,0.51,14.08,1062,,HJ,2,:,0.61,,,,120.605,120.69,2,NDSP
edam,easo,20190226,aecd,3a1e1c7d?,-38,12,7,0.078,_,0.07,4130,3660,4730,1070,0.497,12.08,1063,,HJ,2,:,4.56,no reverberation bw H? and D,,,124.564,124.64,5,NDSP
edam,easo,20190226,aecd,3a1e1c7d?,-38,12,8,0.074,0.049,0.03,4090,3570,4600,1030,0.504,12.88,1064,,HJ,2,:,4.69,,,,124.692,124.77,4,NDSP
edam,easo,20190226,aecd,3a1e1c7d?,-38,12,9,0.092,0.072,0.07,4260,3740,4600,860,0.448,15.26,1065,,HJ,2,:,4.84,,,,124.839,124.93,3,NDSP
edam,easo,20190226,aecd,3a1e1c7d?,-38,12,10,0.079,0.036,0.05,4090,4000,4600,600,0.462,10.93,1066,,HJ,2,:,4.97,,,,124.968,125.05,2,NDSP
edam,easo,20190226,aecd,3a1e1c7d?,-38,12,11,0.087,0.069,0.07,4260,4170,4430,250,0.422,13.4,1067,,HJ,2,:,5.12,,,,125.117,125.2,1,NDSP
edam,easo,20190226,aecd,3a1e1c7d?,-38,12,12,0.071,0.039,0.02,4040,3960,4260,300,0.442,10.33,1068,,HJ,2,:,5.24,,,,125.244,125.32,0,NDSP
edam,easo,20190226,ahd,2a1h8d,-39,11,4,0.081,_,0.07,4090,3960,4690,730,0.535,19.47,1069,,HJ,2,:,6.56,,,,126.557,126.64,7,NDSP
edam,easo,20190226,ahd,2a1h8d,-39,11,5,0.068,0.058,0.06,4000,3530,4730,1200,0.532,16.62,1070,,HJ,2,:,6.7,,,,126.696,126.76,6,NDSP
